timestamp,symbol,action,price,quantity,reason,mode,outcome,pnl
2026-09-08T18:34:59.999Z,BTC-USD,BUY,78716.48,0.01,replay:raw scored BUY crossover at 78716.48 -> 78442.04 after 12 candles.,replay:raw,LOSS,-0.3486
2026-09-08T19:04:59.999Z,BTC-USD,SELL,78510.34,0.01,replay:raw scored SELL crossover at 78510.34 -> 78460 after 12 candles.,replay:raw,WIN,0.0641
2026-09-08T20:19:59.999Z,BTC-USD,BUY,78511.67,0.01,replay:raw scored BUY crossover at 78511.67 -> 78524.58 after 12 candles.,replay:raw,WIN,0.0164
2026-09-08T21:54:59.999Z,BTC-USD,SELL,78430.24,0.01,replay:raw scored SELL crossover at 78430.24 -> 78520.48 after 12 candles.,replay:raw,LOSS,-0.1151
2026-09-08T23:04:59.999Z,BTC-USD,BUY,78517.26,0.01,replay:raw scored BUY crossover at 78517.26 -> 78550.87 after 12 candles.,replay:raw,WIN,0.0428
2026-09-08T23:34:59.999Z,BTC-USD,SELL,78454.08,0.01,replay:raw scored SELL crossover at 78454.08 -> 78618.32 after 12 candles.,replay:raw,LOSS,-0.2093
2026-09-09T00:14:59.999Z,BTC-USD,BUY,78719.3,0.01,replay:raw scored BUY crossover at 78719.3 -> 78723.56 after 12 candles.,replay:raw,WIN,0.0054
2026-09-09T02:54:59.999Z,BTC-USD,SELL,78770.3,0.01,replay:raw scored SELL crossover at 78770.3 -> 78624.85 after 12 candles.,replay:raw,WIN,0.1847
2026-09-09T04:14:59.999Z,BTC-USD,BUY,78823.48,0.01,replay:raw scored BUY crossover at 78823.48 -> 79260.93 after 12 candles.,replay:raw,WIN,0.555
2026-09-09T05:59:59.999Z,BTC-USD,SELL,78921.79,0.01,replay:raw scored SELL crossover at 78921.79 -> 79150.25 after 12 candles.,replay:raw,LOSS,-0.2895
2026-09-09T06:39:59.999Z,BTC-USD,BUY,79201.77,0.01,replay:raw scored BUY crossover at 79201.77 -> 79214.43 after 12 candles.,replay:raw,WIN,0.016
2026-09-09T09:39:59.999Z,BTC-USD,SELL,79307.9,0.01,replay:raw scored SELL crossover at 79307.9 -> 79138.81 after 12 candles.,replay:raw,WIN,0.2132
2026-09-07T02:39:59.999Z,BTC-USD,BUY,80375.92,0.01,replay:raw scored BUY crossover at 80375.92 -> 79654.62 after 12 candles.,replay:raw,LOSS,-0.8974
2026-09-07T13:49:59.999Z,BTC-USD,SELL,79313.74,0.01,replay:raw scored SELL crossover at 79313.74 -> 79077.52 after 12 candles.,replay:raw,WIN,0.2978
2026-09-08T08:19:59.999Z,BTC-USD,SELL,78314.99,0.01,replay:raw scored SELL crossover at 78314.99 -> 78394.27 after 12 candles.,replay:raw,LOSS,-0.1012
2026-09-08T11:09:59.999Z,BTC-USD,SELL,78378.19,0.01,replay:raw scored SELL crossover at 78378.19 -> 78321.08 after 12 candles.,replay:raw,WIN,0.0729
2026-09-08T13:39:59.999Z,BTC-USD,SELL,77827.99,0.01,replay:raw scored SELL crossover at 77827.99 -> 78320.66 after 12 candles.,replay:raw,LOSS,-0.633
2026-09-09T00:14:59.999Z,BTC-USD,BUY,78719.3,0.01,replay:raw scored BUY crossover at 78719.3 -> 78723.56 after 12 candles.,replay:raw,WIN,0.0054
2026-09-09T04:14:59.999Z,BTC-USD,BUY,78823.48,0.01,replay:raw scored BUY crossover at 78823.48 -> 79260.93 after 12 candles.,replay:raw,WIN,0.555
2026-09-09T18:09:59.999Z,BTC-USD,SELL,78665.79,0.01,replay:raw scored SELL crossover at 78665.79 -> 78372.44 after 12 candles.,replay:raw,WIN,0.3729
